----------追踪目标日志----------
以下为各列数值含义：
帧数  目标ID  目标类别  x1, y1, x2, y2 (方框左上角以及右下角)
751  325  car  245, 79, 270, 97
751  327  car  949, 118, 959, 143
752  182  car  497, 381, 594, 495
752  183  bus  552, 41, 584, 79
752  216  car  801, 101, 844, 124
752  223  car  572, 74, 600, 93
752  236  car  484, 51, 503, 65
752  255  car  673, 81, 702, 102
752  256  car  771, 105, 815, 134
752  268  car  806, 126, 847, 157
752  271  car  177, 260, 261, 328
752  283  person  38, 118, 51, 144
752  289  car  646, 125, 698, 154
752  290  car  536, 97, 573, 121
752  296  truck  745, 72, 809, 97
752  297  truck  275, 386, 447, 539
752  299  car  659, 154, 721, 191
752  308  person  28, 155, 43, 190
752  312  car  524, 497, 636, 539
752  319  person  7, 155, 22, 186
752  324  person  907, 112, 923, 144
752  325  car  244, 80, 269, 97
752  327  car  949, 118, 959, 143
753  182  car  497, 382, 594, 495
753  183  bus  552, 40, 584, 78
753  216  car  800, 101, 843, 124
753  223  car  571, 74, 599, 93
753  236  car  484, 51, 503, 65
753  255  car  673, 81, 701, 102
753  256  car  771, 105, 814, 134
753  268  car  806, 126, 847, 157
753  271  car  173, 262, 258, 332
753  283  person  38, 118, 50, 144
753  289  car  646, 124, 697, 153
753  290  car  535, 96, 572, 120
753  296  truck  744, 72, 808, 97
753  297  truck  275, 386, 447, 539
753  299  car  657, 152, 719, 190
753  308  person  28, 155, 43, 189
753  312  car  524, 497, 635, 539
753  319  person  7, 155, 22, 187
753  324  person  907, 113, 924, 146
753  325  car  244, 80, 269, 98
753  327  car  949, 117, 959, 143
754  182  car  497, 382, 594, 495
754  183  bus  551, 40, 583, 78
754  223  car  571, 74, 599, 93
754  236  car  484, 50, 503, 64
754  255  car  672, 80, 701, 102
754  256  car  771, 106, 815, 134
754  268  car  806, 126, 846, 157
754  271  car  170, 265, 256, 335
754  283  person  38, 119, 50, 145
754  289  car  644, 124, 695, 153
754  290  car  534, 95, 571, 120
754  296  truck  743, 72, 807, 97
754  297  truck  274, 386, 446, 539
754  299  car  655, 152, 717, 189
754  308  person  29, 155, 44, 189
754  312  car  524, 497, 634, 539
754  319  person  6, 155, 22, 187
754  325  car  243, 80, 269, 98
754  327  car  949, 117, 959, 143
755  182  car  496, 382, 594, 495
755  183  bus  551, 40, 583, 78
755  216  car  797, 101, 842, 124
755  223  car  571, 73, 599, 92
755  236  car  484, 50, 503, 64
755  255  car  672, 80, 700, 101
755  256  car  772, 106, 815, 134
755  268  car  806, 126, 846, 157
755  271  car  167, 268, 254, 339
755  283  person  38, 119, 50, 145
755  289  car  643, 123, 694, 152
755  290  car  533, 95, 569, 119
755  296  truck  742, 72, 806, 97
755  297  truck  274, 386, 446, 539
755  299  car  654, 151, 714, 188
755  308  person  30, 155, 45, 189
755  312  car  524, 497, 634, 539
755  319  person  6, 154, 23, 188
755  325  car  242, 80, 269, 98
756  182  car  497, 382, 594, 495
756  183  bus  552, 40, 583, 78
756  223  car  570, 73, 598, 92
756  236  car  484, 50, 503, 64
756  255  car  671, 79, 700, 101
756  256  car  772, 106, 815, 134
756  268  car  806, 127, 845, 157
756  271  car  163, 271, 252, 342
756  283  person  38, 119, 50, 145
756  289  car  641, 123, 692, 151
756  290  car  532, 94, 569, 118
756  296  truck  742, 72, 805, 97
756  297  truck  274, 387, 446, 539
756  299  car  653, 150, 712, 186
756  308  person  31, 155, 45, 189
756  312  car  525, 497, 634, 539
756  319  person  6, 154, 23, 189
756  324  person  909, 114, 923, 140
756  325  car  241, 80, 269, 99
757  182  car  496, 382, 594, 495
757  183  bus  551, 40, 583, 77
757  223  car  569, 73, 597, 92
757  236  car  484, 49, 503, 63
757  255  car  671, 79, 700, 101
757  256  car  772, 106, 815, 134
757  268  car  806, 126, 846, 156
757  271  car  159, 273, 249, 346
757  283  person  38, 119, 50, 145
757  289  car  640, 122, 690, 150
757  290  car  531, 93, 568, 118
757  296  truck  741, 72, 805, 97
757  297  truck  274, 387, 447, 539
757  299  car  652, 150, 710, 185
757  308  person  31, 155, 46, 189
757  312  car  525, 498, 634, 539
757  319  person  6, 155, 23, 189
757  322  person  261, 94, 272, 117
757  325  car  241, 80, 268, 99
758  182  car  497, 382, 594, 495
758  183  bus  551, 40, 583, 77
758  223  car  568, 73, 596, 92
758  236  car  484, 48, 504, 63
758  240  car  199, 74, 232, 93
758  255  car  671, 79, 700, 101
758  256  car  772, 106, 815, 134
758  268  car  806, 126, 846, 156
758  271  car  156, 276, 247, 350
758  283  person  37, 120, 49, 145
758  289  car  638, 122, 688, 150
758  290  car  531, 93, 567, 117
758  296  truck  740, 72, 804, 97
758  299  car  650, 149, 708, 184
758  308  person  32, 155, 47, 189
758  312  car  525, 498, 634, 539
758  319  person  7, 155, 23, 189
758  325  car  240, 80, 268, 99
759  182  car  497, 382, 594, 495
759  183  bus  551, 40, 583, 77
759  223  car  567, 73, 595, 91
759  236  car  485, 49, 503, 63
759  240  car  199, 74, 231, 93
759  256  car  772, 106, 815, 134
759  268  car  806, 126, 845, 156
759  271  car  152, 279, 244, 353
759  283  person  36, 120, 48, 146
759  289  car  637, 121, 687, 149
759  290  car  531, 92, 565, 116
759  297  bus  274, 388, 446, 539
759  299  car  648, 149, 705, 184
759  308  person  32, 155, 47, 189
759  312  car  525, 498, 634, 539
759  319  person  6, 155, 23, 190
759  325  car  241, 80, 269, 99
759  328  car  526, 31, 543, 43
760  182  car  497, 382, 594, 495
760  183  bus  551, 39, 583, 77
760  223  car  567, 72, 595, 91
760  236  car  485, 49, 503, 63
760  240  car  199, 74, 230, 93
760  255  car  670, 78, 699, 100
760  256  car  773, 106, 816, 134
760  268  car  807, 127, 844, 156
760  271  car  148, 282, 241, 358
760  283  person  36, 120, 48, 146
760  289  car  636, 120, 685, 149
760  290  car  530, 91, 565, 115
760  296  truck  738, 72, 803, 97
760  297  truck  275, 388, 447, 539
760  299  car  646, 148, 703, 182
760  308  person  32, 155, 47, 188
760  312  car  525, 497, 635, 539
760  319  person  7, 155, 24, 189
760  325  car  240, 80, 269, 100
760  328  car  526, 32, 542, 43
761  182  car  497, 382, 594, 494
761  183  bus  551, 38, 583, 77
761  223  car  567, 72, 594, 90
761  236  car  485, 48, 503, 62
761  255  car  672, 79, 697, 99
761  256  car  774, 106, 816, 134
761  268  car  806, 127, 844, 155
761  271  car  144, 285, 239, 362
761  283  person  35, 121, 47, 146
761  289  car  635, 120, 684, 148
761  290  car  529, 91, 563, 114
761  296  truck  737, 72, 802, 97
761  299  car  645, 147, 702, 181
761  308  person  33, 155, 48, 188
761  312  car  524, 497, 635, 539
761  319  person  7, 156, 24, 189
761  325  car  240, 80, 269, 100
761  331  bus  920, 185, 957, 299
762  182  car  497, 382, 593, 494
762  183  bus  551, 38, 583, 76
762  223  car  566, 71, 593, 90
762  236  car  485, 48, 503, 61
762  240  car  200, 74, 231, 92
762  255  car  671, 77, 697, 98
762  256  car  774, 106, 816, 134
762  268  car  806, 126, 845, 155
762  271  car  140, 289, 236, 366
762  289  car  633, 119, 682, 147
762  290  car  528, 90, 563, 114
762  296  truck  735, 72, 800, 97
762  299  car  643, 145, 700, 180
762  308  person  33, 155, 48, 188
762  312  car  524, 497, 635, 539
762  319  person  7, 156, 24, 189
762  325  car  240, 80, 269, 100
762  328  car  526, 31, 542, 42
762  331  bus  917, 180, 955, 297
763  182  car  497, 382, 593, 493
763  183  bus  551, 38, 583, 76
763  223  car  566, 71, 593, 89
763  236  car  485, 48, 503, 61
763  256  car  774, 106, 816, 133
763  268  car  805, 124, 845, 155
763  271  car  136, 292, 233, 370
763  289  car  632, 119, 680, 146
763  290  car  528, 90, 562, 113
763  296  truck  734, 72, 799, 97
763  297  truck  276, 389, 447, 539
763  299  car  641, 145, 698, 179
763  308  person  34, 154, 49, 187
763  312  car  524, 496, 636, 539
763  319  person  8, 156, 24, 189
763  324  person  909, 114, 927, 147
763  325  car  239, 80, 268, 100
763  331  bus  915, 177, 954, 295
764  182  car  497, 382, 593, 493
764  183  bus  551, 37, 582, 76
764  223  car  565, 71, 592, 89
764  236  car  485, 47, 503, 61
764  240  car  200, 74, 231, 92
764  255  car  670, 76, 697, 97
764  256  car  774, 106, 816, 133
764  268  car  804, 124, 845, 154
764  271  car  131, 295, 230, 374
764  289  car  630, 118, 678, 145
764  290  car  527, 89, 561, 112
764  296  truck  733, 72, 799, 97
764  297  bus  276, 389, 447, 539
764  299  car  640, 144, 696, 178
764  308  person  35, 154, 49, 187
764  312  car  524, 497, 636, 539
764  319  person  8, 156, 24, 189
764  324  person  909, 114, 927, 147
764  325  car  238, 81, 267, 100
764  331  bus  912, 175, 952, 294
764  333  car  83, 57, 132, 70
765  182  car  497, 382, 593, 492
765  183  bus  551, 37, 582, 74
765  223  car  565, 70, 592, 88
765  236  car  485, 47, 503, 60
765  240  car  199, 73, 231, 92
765  255  car  670, 75, 697, 96
765  256  car  775, 105, 817, 133
765  268  car  804, 123, 844, 154
765  271  car  126, 298, 227, 379
765  289  car  629, 117, 676, 144
765  290  car  526, 88, 560, 111
765  296  truck  732, 72, 798, 97
765  297  bus  276, 389, 447, 539
765  299  car  639, 143, 695, 177
765  308  person  35, 153, 50, 186
765  312  car  524, 497, 636, 539
765  319  person  8, 155, 24, 188
765  325  car  238, 81, 266, 100
765  331  bus  909, 173, 950, 294
766  182  car  497, 382, 593, 492
766  183  bus  551, 37, 582, 74
766  223  car  565, 70, 591, 88
766  236  car  486, 47, 504, 60
766  240  car  199, 73, 230, 92
766  255  car  670, 75, 697, 96
766  256  car  775, 105, 817, 133
766  268  car  804, 123, 844, 153
766  271  car  122, 301, 225, 384
766  289  car  628, 117, 674, 143
766  290  car  525, 87, 559, 110
766  296  truck  731, 72, 798, 97
766  297  bus  275, 390, 446, 539
766  299  car  638, 143, 693, 176
766  308  person  36, 153, 50, 186
766  312  car  525, 497, 635, 539
766  319  person  8, 155, 24, 188
766  322  person  263, 93, 273, 114
766  325  car  237, 80, 266, 100
766  331  bus  905, 171, 949, 294
767  182  car  498, 382, 593, 492
767  183  bus  551, 37, 581, 74
767  223  car  564, 70, 591, 88
767  236  car  486, 47, 504, 60
767  240  car  199, 73, 230, 92
767  255  car  670, 75, 696, 96
767  256  car  775, 106, 817, 133
767  268  car  804, 123, 845, 153
767  271  car  117, 305, 222, 389
767  289  car  626, 116, 673, 143
767  290  car  525, 87, 558, 110
767  296  truck  730, 72, 796, 97
767  297  bus  275, 391, 446, 539
767  299  car  636, 141, 691, 175
767  308  person  36, 153, 51, 186
767  312  car  525, 497, 636, 539
767  319  person  8, 155, 24, 188
767  325  car  237, 80, 266, 100
767  331  bus  902, 168, 948, 294
767  334  person  900, 97, 912, 122
768  182  car  497, 382, 593, 492
768  183  bus  551, 37, 581, 74
768  223  car  563, 69, 590, 87
768  236  car  486, 47, 504, 59
768  240  car  199, 72, 230, 92
768  255  car  669, 74, 695, 95
768  256  car  776, 105, 817, 132
768  268  car  804, 122, 845, 153
768  271  car  113, 308, 219, 394
768  289  car  624, 115, 672, 142
768  290  car  525, 86, 558, 109
768  297  bus  275, 391, 446, 539
768  299  car  635, 140, 691, 174
768  308  person  36, 153, 51, 185
768  312  car  524, 497, 635, 539
768  319  person  8, 156, 24, 189
768  322  person  263, 93, 274, 115
768  324  person  909, 114, 928, 148
768  325  car  237, 80, 266, 100
768  331  bus  898, 167, 947, 294
768  334  person  899, 97, 911, 122
769  182  car  497, 382, 593, 492
769  183  bus  551, 37, 581, 73
769  223  car  563, 69, 590, 87
769  236  car  486, 46, 504, 59
769  255  car  669, 74, 695, 95
769  256  car  776, 105, 818, 132
769  268  car  805, 123, 844, 153
769  271  car  108, 312, 216, 399
769  283  person  32, 121, 44, 146
769  289  car  623, 115, 670, 142
769  290  car  525, 86, 557, 108
769  299  car  634, 141, 688, 174
769  308  person  37, 153, 51, 185
769  312  car  525, 497, 635, 539
769  319  person  8, 156, 24, 188
769  322  person  264, 93, 274, 115
769  325  car  236, 81, 266, 101
769  328  car  526, 30, 541, 41
769  331  bus  895, 165, 946, 294
769  334  person  899, 97, 911, 123
770  182  car  497, 382, 593, 492
770  183  bus  551, 37, 581, 73
770  223  car  562, 69, 589, 87
770  236  car  487, 46, 504, 59
770  240  car  200, 74, 230, 92
770  255  car  668, 73, 695, 94
770  256  car  776, 104, 818, 132
770  268  car  805, 123, 844, 153
770  271  car  104, 316, 212, 404
770  283  person  32, 121, 44, 146
770  289  car  621, 114, 668, 141
770  290  car  524, 85, 556, 107
770  299  car  634, 140, 687, 173
770  308  person  37, 153, 52, 186
770  312  car  525, 497, 635, 539
770  319  person  8, 156, 23, 188
770  324  person  910, 114, 927, 145
770  325  car  236, 81, 266, 101
770  331  bus  891, 164, 946, 293
770  334  person  899, 97, 911, 123
771  182  car  497, 382, 593, 492
771  183  bus  551, 37, 581, 73
771  223  car  562, 69, 589, 87
771  236  car  487, 46, 504, 58
771  255  car  668, 73, 694, 94
771  256  car  775, 103, 819, 132
771  268  car  805, 122, 844, 152
771  271  car  99, 319, 209, 408
771  283  person  32, 121, 44, 146
771  289  car  620, 114, 667, 141
771  290  car  523, 85, 555, 107
771  296  truck  723, 72, 788, 97
771  297  bus  277, 394, 444, 539
771  299  car  632, 140, 686, 172
771  308  person  38, 153, 53, 186
771  312  car  524, 497, 635, 539
771  319  person  7, 156, 23, 187
771  322  person  264, 92, 275, 115
771  325  car  236, 81, 265, 101
771  331  bus  887, 162, 945, 293
771  334  person  898, 96, 911, 123
772  182  car  497, 381, 593, 492
772  183  bus  551, 37, 581, 73
772  223  car  561, 69, 588, 87
772  236  car  486, 46, 504, 58
772  255  car  668, 73, 694, 94
772  256  car  775, 103, 820, 132
772  268  car  804, 122, 843, 152
772  271  car  95, 323, 206, 413
772  283  person  31, 121, 43, 146
772  289  car  618, 114, 665, 140
772  290  car  523, 84, 555, 106
772  297  bus  277, 395, 444, 539
772  299  car  631, 139, 683, 171
772  308  person  38, 153, 53, 186
772  312  car  524, 497, 635, 539
772  319  person  7, 156, 24, 189
772  322  person  264, 92, 275, 115
772  324  person  910, 115, 928, 147
772  325  car  235, 81, 265, 102
772  331  bus  883, 161, 944, 295
772  334  person  898, 96, 910, 123
773  182  car  497, 382, 594, 492
773  183  bus  551, 36, 581, 72
773  223  car  561, 68, 587, 86
773  236  car  487, 45, 504, 58
773  255  car  667, 72, 693, 93
773  268  car  804, 121, 844, 152
773  271  car  90, 327, 203, 418
773  283  person  31, 121, 43, 146
773  289  car  617, 113, 663, 139
773  290  car  522, 83, 553, 105
773  297  bus  278, 396, 445, 539
773  299  car  629, 137, 681, 169
773  308  person  38, 153, 54, 186
773  312  car  524, 497, 635, 539
773  319  person  6, 156, 23, 189
773  322  person  264, 91, 275, 115
773  325  car  235, 82, 265, 102
773  328  car  527, 30, 541, 40
773  331  bus  878, 159, 945, 299
773  334  person  898, 96, 910, 122
774  182  car  497, 382, 593, 492
774  183  bus  551, 36, 581, 72
774  223  car  560, 68, 587, 86
774  236  car  487, 45, 504, 57
774  240  car  200, 74, 229, 92
774  255  car  667, 72, 692, 92
774  268  car  804, 122, 843, 152
774  271  car  86, 330, 201, 423
774  283  person  31, 121, 43, 146
774  289  car  616, 112, 662, 138
774  290  car  521, 82, 553, 104
774  296  truck  719, 72, 784, 97
774  297  bus  277, 396, 445, 539
774  299  car  626, 136, 680, 169
774  308  person  39, 152, 54, 185
774  312  car  524, 496, 635, 539
774  319  person  6, 157, 24, 190
774  322  person  264, 91, 275, 115
774  324  person  910, 115, 927, 146
774  325  car  234, 82, 265, 102
774  331  bus  875, 157, 946, 300
774  334  person  897, 96, 909, 122
775  182  car  497, 382, 593, 492
775  183  bus  551, 36, 581, 71
775  223  car  560, 68, 586, 86
775  236  car  487, 45, 504, 57
775  240  car  200, 74, 229, 92
775  255  car  667, 71, 692, 92
775  268  car  804, 121, 843, 152
775  271  car  80, 335, 197, 428
775  283  person  31, 121, 43, 146
775  289  car  615, 112, 660, 138
775  290  car  521, 82, 552, 104
775  296  truck  719, 72, 783, 97
775  297  bus  278, 397, 445, 539
775  299  car  625, 135, 679, 168
775  308  person  39, 152, 54, 184
775  312  car  524, 496, 635, 539
775  319  person  7, 157, 24, 190
775  322  person  264, 91, 275, 115
775  324  person  909, 114, 928, 146
775  325  car  234, 82, 264, 102
775  331  bus  872, 155, 945, 298
775  334  person  897, 96, 909, 122
776  182  car  497, 382, 593, 492
776  183  bus  551, 36, 581, 71
776  223  car  560, 68, 586, 85
776  236  car  487, 44, 504, 57
776  240  car  200, 74, 229, 92
776  255  car  667, 71, 692, 91
776  268  car  804, 121, 843, 152
776  271  car  75, 339, 193, 433
776  283  person  30, 122, 42, 146
776  289  car  613, 111, 658, 137
776  290  car  520, 81, 552, 103
776  297  bus  277, 398, 444, 539
776  299  car  624, 135, 676, 167
776  308  person  40, 151, 55, 184
776  312  car  524, 496, 635, 539
776  319  person  7, 157, 24, 189
776  322  person  265, 90, 276, 115
776  324  person  910, 115, 928, 146
776  325  car  233, 82, 264, 102
776  328  car  526, 29, 541, 39
776  331  bus  868, 153, 945, 296
776  334  person  896, 96, 908, 121
777  182  car  497, 382, 593, 493
777  183  bus  551, 36, 581, 71
777  223  car  559, 68, 585, 85
777  236  car  487, 44, 504, 56
777  240  car  200, 74, 229, 92
777  255  car  667, 71, 692, 91
777  268  car  804, 121, 843, 151
777  271  car  68, 343, 189, 439
777  283  person  30, 122, 42, 147
777  289  car  612, 111, 657, 136
777  290  car  520, 81, 551, 103
777  297  bus  277, 399, 444, 539
777  299  car  622, 135, 674, 166
777  308  person  40, 151, 55, 184
777  312  car  524, 496, 635, 539
777  319  person  9, 158, 25, 188
777  322  person  265, 90, 276, 115
777  324  person  909, 114, 927, 145
777  325  car  233, 82, 264, 102
777  331  bus  864, 151, 944, 295
777  334  person  896, 96, 908, 121
